title	type	url_slug	venue	date	location	talk_url	description
ISO 16890 and a Possible Strategy of China – Regional division of the particle size distributions for ePM calculation in China	Presentation	talk-1	First China-Japan-Korea Tri-Nation Symposium on Contamination Control and the 3rd International Forum on Contamination Control and Cleanroom Technology	2019-09-20	Suzhou, China		ISO 16890 and a Possible Strategy of China – Regional division of the particle size distributions for ePM calculation in China
